budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Comedy""}]",,330709,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""comedy""}]",en,Space Dogs,Schoolbooks say that Belka and Strelka were first space dogs. But the dogs say that people dissemble a lot.,62.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2010-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Space Dogs,5.0,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Sport""}]",,330710,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""sport""}]",en,Proximity,The film follows eight of the world's best surfers - four legends and four rising stars - as they search for new waves and deeper understanding in exotic destinations.,91.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Proximity,7.3,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330711,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,Kismet Christmas,A ride-share leads to unexpected adventures and love for passengers Samantha and Alex after their paths cross again and again in this Kismet Christmas.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Kismet Christmas,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Family""}]",,330712,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""family""}]",en,"Dos y dos, cinco","Juanjo is an eight-year-old boy whose father tries to separate and protect him from reality by isolating him on a farm. But during the summer he will meet a very special person: Tomás, an ...                See full summary »",60.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1981-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,"Dos y dos, cinco",4.8,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330713,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Judy & Punch,"Seaside (nowhere near the sea), puppeteers Judy and Punch are trying to resurrect their marionette show in an an anarchic town on the brink of mob rule.",76.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2019-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Judy & Punch,6.1,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}]",,330714,"[{""id"": 1, ""name"": ""fantasy""}]",en,Transformers Big Motion Movie,"A Big Star, A Big Revenge and A Big Motion Picture to Save the day. TRANS, Zoomer and Wheels are Inviting All Characters to the party Meanwhile SHRANS Is Planning to Get Revenge on TRANS ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,Transformers Big Motion Movie,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Horror""}]",,330715,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""horror""}]",en,Slave of the Cannibal God,"A girl and her brother fly to New Guinea to look for a lost expedition, led by her husband, which has vanished in the great jungle.",65.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Slave of the Cannibal God,5.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Family""}]",,330716,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""family""}]",en,The Everlasting Story,"Long ago, there was peace between all. Until the White Ghost wreaked havoc and threatened to destroy all. Only one man can stop him, he's brave, strong, and handsome and he rides a bike, his name is Koschey.",71.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,The Everlasting Story,5.7,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Music""}, {""id"": 3, ""name"": ""Romance""}]",,330717,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""music""}, {""id"": 3, ""name"": ""romance""}]",en,Young and Beautiful,"Superba Pictures' press agent, Bob Preston, convinces his boss, Herman Cline, to sign his girl friend, June Dale, an aspiring actress, to a studio contract. Although June is hurled into ...                See full summary »",67.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1934-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Young and Beautiful,5.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330718,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,Caravan to Vaccares,American Neil Bowman is traveling through France when he meets British photographer Lila. They are hired by French land owner Duc de Croyter to escort a Hungarian scientist to New York. But...                See full summary »,56.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1974-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Caravan to Vaccares,4.5,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Drama""}]",,330719,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""drama""}]",en,The Fourth Dimension,"""Fawns"" is a Polish chapter of the feature-length anthology film titled ""The Fourth Dimension."" The other two chapters of the movie were directed by Harmony Korine and Aleksei Fedorchenko.",75.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,The Fourth Dimension,6.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Crime""}]",,330720,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""crime""}]",en,Radar Patrol vs. Spy King,"Government agent Chris Calvert and lady sidekick Joan battle the evil spy Baroda, despite a regular barrage of shootouts, car crashes, and cliffhangers, in this routine Republic serial.",65.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1949-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Radar Patrol vs. Spy King,5.2,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Comedy""}]",,330721,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""comedy""}]",en,Don Cesare di Bazan,"In Barcelona, in 1650, Count Don Cesare di Bazan tries to foil, with the help of an actress, a plot hatched against the king by the French ambassador.",70.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1942-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Don Cesare di Bazan,5.6,1800
30000000,"[{""id"": 1, ""name"": ""Mystery""}, {""id"": 2, ""name"": ""Sci-Fi""}, {""id"": 3, ""name"": ""Thriller""}]",,330722,"[{""id"": 1, ""name"": ""mystery""}, {""id"": 2, ""name"": ""sci-fi""}, {""id"": 3, ""name"": ""thriller""}]",en,The Whisperer in Darkness,"Based on the H. P. Lovecraft story of the same name, a folklorist investigates reports of unusual creatures in Vermont only to uncover more than he bargained for",82.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2011-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Mystery story.,The Whisperer in Darkness,6.6,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330723,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,The Neptune Factor,"When an underwater ocean lab is lost in a earthquake, an advanced submarine is sent down to find it and encounters terrible danger.",53.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1973-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Neptune Factor,4.3,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Romance""}]",,330724,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""romance""}]",en,The Bounty Hunter,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",68.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2010-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Bounty Hunter,5.5,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Romance""}]",,330725,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""romance""}]",en,Straight-Jacket,"In 1950's Hollywood, movie star Guy Stone must marry a studio secretary in order to conceal his homosexuality. Sally has no idea her marriage is a sham, though, and turns Guy's life upside-down. Then he falls in love.",81.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2004-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Straight-Jacket,6.5,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330726,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,Love and Duty,A decades-spanning romantic drama about a woman who pays dearly for following her heart.,88.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1931-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Love and Duty,7.1,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330727,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,"Pretty, Baby, Machine","PBM explores a pocket in time during the long, hot summer of 1933 provides the backdrop for a story that easily could have been. Prohibition is in full swing and Capone is king. Joseph ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,"Pretty, Baby, Machine",7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Sport""}]",,330728,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""sport""}]",en,Kai po che!,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,97.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Kai po che!,7.8,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}]",,330729,"[{""id"": 1, ""name"": ""biography""}]",en,NG Filming Project,Three years with an anti-bullying/anti-abuse theme.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,NG Filming Project,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330730,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,A Day,"A mystery drama revolving around a father who commits an unethical act in an attempt to save his daughter's life. Three years later, his actions return to haunt him, trapping him in an endless time loop.",85.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2017-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,A Day,6.8,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Action""}]",,330731,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""action""}]",en,Hanged Man's Soul Against the Black Whip,"El Látigo Negro, an enigmatic cowboy hero, must fight against the ghost of a man who was executed.",46.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1959-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Hanged Man's Soul Against the Black Whip,3.7,1800
30000000,"[{""id"": 1, ""name"": ""Romance""}]",,330732,"[{""id"": 1, ""name"": ""romance""}]",en,Marino y Esmeralda,"Marino, 18, a young foreign film student, meets Esmeralda, 20, a student and a painter, in whom he finds the muse he always wanted for his camera. Soon he sees himself wanting to be what she is to him: her muse.",96.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2020-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Romance story.,Marino y Esmeralda,7.7,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330733,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Female Fight Squad,A former fighter reluctantly returns to the life she abandoned in order to help her sister survive the sadistic world of illegal fighting and the maniac who runs it.,53.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Female Fight Squad,4.3,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Sci-Fi""}]",,330734,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""sci-fi""}]",en,Mondocane,"Taranto is a ghost town that no one dares to enter. The poorest are left fighting for survival, while gangs are competing for territory. Two thirteen-year-old orphans, who grew up together, dream of joining one of the gangs.",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2021-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Mondocane,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}]",,330735,"[{""id"": 1, ""name"": ""adventure""}]",en,Les amazones du temple d'or,"A woman, raised by an Amazon tribe after they killed her parents, seeks revenge on the tribe for their deaths by joining an expedition looking for the tribe's secret golden temple.",47.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1986-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Les amazones du temple d'or,3.8,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Drama""}]",,330736,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""drama""}]",en,In the Beginning Was the Eye,"When a writer investigates Austria through the images presented by postcards, the landscapes around Erzberg and Salzburg become something between a dream and a nightmare.",96.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2003-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,In the Beginning Was the Eye,7.7,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330737,"[{""id"": 1, ""name"": ""horror""}]",en,Arwah Anak Ajaib,Wealthy hedonist Budiman rapes girls and turns them into prostitutes when he isn't bartering their services for drugs at his brothel. A forced abortion unleashes a spirit that begins to haunt the establishment.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1988-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Arwah Anak Ajaib,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Western""}]",,330738,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""western""}]",en,Clay Walker: Jesse James,American outlaw Jesse James takes on a gang of gunfighters.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Clay Walker: Jesse James,7.2,1800
